"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102","PC103","PC104","PC105","PC106","PC107","PC108","PC109","PC110","PC111","PC112","PC113","PC114","PC115","PC116","PC117","PC118","PC119","PC120","PC121","PC122","X.pam1.clustering.","C_T","type","Cell_type","predicted_nb"
"X817_T",-18.2744267730878,-4.28488846470473,-3.67385807170822,1.92501699550826,3.24973440381706,1.65809544772002,0.211167025542456,-2.11807088407061,0.525058872591457,-0.595589903128761,-2.82925624663055,-2.09674435323005,1.13797194668521,-0.648516971592871,-1.12560635285255,-0.23172822865475,0.893644289608741,0.819484941415661,0.536887051788017,0.0268921806647057,0.650513475289871,-0.738345185157494,0.417274165846413,-0.975681384587839,-0.0682410635803205,-1.73555019548543,-0.843824213218454,-0.228552116352029,0.494350278079942,0.803023592646865,0.0500962668699193,-0.2223043187057,0.514878063565897,0.836982088987149,0.0150343331824823,-0.538116414910527,0.740423657227778,-0.15087394523555,0.0586924336335028,0.363593103755882,0.571087706352415,0.330173759871471,0.101316042479595,0.0969314178084494,0.0235056125008201,0.353866640483597,-0.150715608743439,0.455402326320466,-0.208569651637141,0.0416748451626992,-0.227035637352058,0.184955085596786,0.519561215935259,-0.473746341436284,0.203241039333653,-0.0661435877870255,0.0617316654831478,-0.0237136759950066,-0.482076611624742,-0.362624275237234,0.263679520399564,-0.320371629088123,-0.196295788078783,0.295895002169414,-0.362458550185149,0.384797184812563,0.0859980396186112,-0.259256096488265,0.228356244791697,-0.0110675097730879,-0.157176680077101,-0.459176631443162,0.0908386516514487,-0.406521609888953,0.327977717691174,0.14640698156191,0.33371493479267,-0.519008701300842,-0.408173434936819,-0.168996369720387,0.215338100133812,0.12581740759789,-0.0826833243872402,-0.145942737825675,0.120090376591488,0.414094082900613,0.526089531349971,0.289840745269583,0.325144204675494,-0.111702582396197,-0.202878237834346,0.0565160053451579,0.146927469550978,-0.475290208255357,-0.151844826086896,-0.363648732996735,0.158709825665176,-0.03137184491957,0.232597906377653,-0.0419100281777368,-0.226821719419935,0.390561335458611,-0.169148206204781,-0.207811882600069,-0.237305751190904,-0.106558217094336,-0.0306393166355367,0.185494415858332,0.100792956344454,-0.189425319472178,-0.0393525324634818,-0.214298808957373,0.215753145049472,0.105651181104856,0.190255739910627,-0.119351089668498,0.411317518342213,-0.0198844541549458,0.0700663901398788,-0.0905842376203908,0.0647974191383132,0.0791905216839091,1,"Control","pediatric","Control","Control"
"X845_B",-14.0143262436141,-1.95617434477624,-1.88273975664808,1.32160372803066,2.16724206072765,-1.14976827623714,0.716193688006228,-2.06100543160201,-0.305816154074419,0.210615521130969,-0.938407161953694,-0.545671246280574,-0.694630247712984,0.69625829850308,1.75075457182559,-0.480400214649014,-0.54005037282996,-0.922860984777031,-0.829025864877963,0.293578317230919,-0.544204917292172,0.0236403489498254,-0.441066968812406,0.402466508333805,-0.310313592091698,0.885431470693368,0.453509453547795,-0.0814283531187768,-0.0107856982335099,0.0217365743100564,-0.194242346508786,-0.0857387356322325,-0.208868531988907,0.458847940446693,-0.34817766087763,0.692928801528959,-0.102680113899381,0.667072448531047,0.49666468015438,-0.229096848764169,-0.4107175784267,-0.188251586252958,-0.00476271301339656,-0.163892328731476,0.463672700612423,-0.29729461118831,-0.099201587518366,-0.184430974729903,-0.458550832813761,-0.0914348325118617,-0.169603000573995,-0.447620761659908,-0.645229059575614,0.595476523943619,0.254593917074542,0.29501167909159,0.302735272372707,-0.0932674639193675,-0.0629030050435584,0.610165558352347,-0.0977638955812612,-0.681275281203446,0.331049129623019,-0.336897964536382,-0.0879572721459318,-0.35017322282694,0.350358786054254,-0.127621769205002,0.0669316219596627,0.246834677027848,0.124628724099653,-0.0393156134909704,-0.291375116248068,0.00054929341824936,-0.0744305961526411,-0.243921164499245,-0.0210706255812444,0.52244031889453,0.526744677904594,0.127120562663071,0.0114812088576536,-0.0756092479535145,0.275275375215007,0.334427708529818,-0.477078491495485,-0.299636957053745,-0.0791448667004511,0.0452918138641967,0.297591043974898,0.0851294922115813,0.101858233461173,0.209431180570573,0.0766264380650529,0.267806888024487,-0.00343404646241996,-0.284024145779752,0.0483244566802633,0.208577925799774,-0.245787823135405,-0.119870806025914,0.288627316131274,-0.122545602310956,-0.0167884519573604,-0.167244143248375,0.409138085875085,0.106067295134508,0.0776723738467495,-0.143861930246328,-0.372242871857086,-0.323644634969257,-0.0558346215211374,-0.308107203603432,-0.8176382364647,0.0535482181251753,-0.256388439964391,0.176880177968267,-0.284562808918065,0.244464427937139,-0.059110027861643,0.0727775495497683,-0.0994322849419648,-0.0103605465545599,1,"Control","pediatric","Control","Control"
"X845_T",-18.1795425970952,-3.46201682733006,-3.24516687668467,1.17719410587954,3.9799099478517,1.58222329120592,0.442106643591109,-1.55517795299562,0.254281551528946,-0.681711771672093,-2.13003769262226,-2.05095179527018,1.49578441626581,-1.02681629952276,-0.83803257842659,0.137909194818447,1.13075203486208,0.756823770104504,0.406395905587685,-0.244060783275871,0.243127054653642,-0.69499764187334,0.0783485751220697,-0.0737211184472394,-0.00788645235789203,-1.22458560335142,-0.298018896957502,-0.443905541786681,0.33519072827182,0.431500904452882,0.196770144327315,-0.278213763594251,0.482758524264387,1.03157481711063,-0.275189648749406,-0.0592951685347196,0.560779857207023,-0.244112760913001,0.363112896102319,0.0336584078754202,0.965907263143939,0.140154818730669,-0.0633531648753655,-0.118594344913337,0.0792429334389876,0.930145158389527,-0.864930781465609,0.452744886766021,0.288520148365344,0.395398197898964,-0.432273011081253,-0.421064084179528,0.455839172829731,-0.78833712573636,-0.112110194376747,-0.0978477994338007,-0.354396538007953,-0.209655994067568,-0.199247583882174,0.166045317121954,0.236718603445453,-0.307905814790059,-0.212761649145564,-0.0672806510747525,-0.663074724003239,0.409280896009705,0.220817614029272,-0.255755271871063,-0.0305203534792215,0.0675285220949414,0.0937602331041015,0.144154734136862,-0.342434824776784,-0.256237496539977,0.272765318550534,0.00397763079243985,0.297924133796531,0.151544301004755,-0.0638534356676156,-0.280649913367677,0.134338744205413,-0.313822942964439,-0.0797884488401881,-0.0534321911924984,0.042453916967299,-0.238757614854898,-0.102384455805859,-0.058287187365642,0.310101134134808,0.337320876791429,-0.0557880955718124,-0.0373601108143159,-0.176790566795462,0.0989609647090502,-0.270582326432972,-0.219487652343317,-0.00167166613234411,0.19680485908346,0.275185284236662,0.264718048751059,0.100620343566861,0.215893512974293,0.274567448826624,-0.223539416524335,-0.193923415333166,0.142401749350186,-0.254628358218146,-0.0845125471644886,-0.216252492739263,-0.210690437698868,0.0887956497209537,-0.00076227164829545,-0.318336570532269,-0.118010653913058,-0.0995663560505028,-0.0965989372453036,0.0170899148434902,0.0315052886668422,0.040882298743217,-0.0140373200576457,-0.111507906309356,0.0670946672402037,1,"Control","pediatric","Control","Control"
"X858_B",-14.7424869909709,-2.33956334621661,-2.53445105811871,1.71896119528325,2.08839620668564,-1.96297270049364,1.09862507617491,-2.31132261839322,-0.664765761797707,1.00974916492053,-0.82362825933028,0.22744553313234,-2.06143554688396,1.1963302449504,2.13289194374374,-0.479081490952435,-0.765206827408355,-1.07442907598846,-0.902293560046364,0.217342094469225,-0.473055297196437,0.194706503519787,-0.360412938072448,-0.00188014726032062,-0.14506270624361,1.13421083197986,0.473238867947153,0.0636430103103164,0.603611347775588,-0.493081384012681,-0.618480315931549,0.47242301442472,-0.347433016142433,-0.0860625196876562,0.2966036248474,0.356789995892361,0.380119635443756,0.688770424669234,0.246799552770225,-0.648846407341373,-1.00076062579842,0.143103160488158,-0.273809980067596,-0.0345578328432924,-0.42710077444971,-1.0651437550489,0.448760931808357,-0.684306248546341,-0.160177318013793,-0.153435483936594,0.313342883558265,0.386040578738506,-0.340772528096765,0.652692959301663,-0.452152388485952,0.097425968467615,0.969996661665165,-0.179969197388455,0.639061578379307,0.200725651317145,-0.217063711215593,-0.376755326567469,-0.115881384992842,-0.22669258294079,0.194815147059236,-0.0289070781870883,0.0444336338685584,0.275066207803893,0.0284975816317333,0.0313855943229969,0.166181226339616,0.00864441862736941,-0.148559522381145,-0.386399540695132,-0.126283258234108,0.169776301631874,0.116637042178865,0.26291250100961,0.314541365175326,-0.025632823243112,0.178202563372179,0.0526454778109547,0.491250870320069,0.304882070544587,-0.534185122144147,0.0322370312849899,-0.286189494251908,-0.239484901562644,-0.0185998718934942,-0.395321676840279,0.323468682415438,-0.393639073650952,0.0198836657973074,-0.109833262470992,0.0224478158425851,-0.0960848083435449,0.137750784131855,0.0464678025173674,-0.170036627419243,0.226808276897971,0.0490134849274991,-0.303056490530932,0.1952566032766,-0.171519944456748,0.719063938887671,-0.207311779240743,0.0722542991069288,-0.128604017592813,-0.261799499618217,-0.0533996125249139,0.256564341773118,-0.0430612863058302,-0.150184131627853,-0.0954124109944147,-0.154269767256375,0.0732769913164762,-0.0635143421164658,-0.00481627687168037,-0.0332604320406329,0.0716017264721612,0.057117054029493,-0.0406115605129643,1,"Control","pediatric","Control","Control"
"X858_T",-17.7449848910299,-3.84319242949139,-3.50529473235827,2.57025181656415,3.56273039777624,1.18139033153911,0.686367815667354,-1.9183037696395,0.065265275082377,-0.68256239786244,-2.93372882878279,-1.66456666341498,1.32717251270799,-0.562421047417249,-1.21831317466399,0.175661126323141,0.81283878154477,1.04590223237165,0.272110737976421,0.211864431308055,0.16821181269036,-0.940813264766491,1.07779397932534,-0.895036678889271,-0.112785667994766,-0.849906345570058,-0.510056061394258,0.20065144790658,0.154641091082988,0.81583268023847,-0.481900897416369,-0.453935394286561,0.525439103966019,0.982657800295332,-0.288453177412772,0.0766478858045604,-0.12932969989672,-0.389149627721302,-0.0564911456102177,0.422970782075666,0.639146378957523,0.356960183465051,0.870551789753166,0.0937575449221342,0.332040761176162,0.118738765393249,-0.257584385530508,0.276286527620591,-0.208752333848803,-0.159853932775156,0.287548150359216,0.265533800718288,-0.162795488916933,-0.313986841056792,-0.105677257675113,-0.118174296835652,0.239824967493434,0.0607995073333128,-0.30839057041935,-0.406400605692596,0.256420162648433,0.580156156190023,-0.520729095345763,-0.25123353390421,-0.277292198536941,0.379776284532542,-0.452225736358819,0.489929863421562,0.482889865465824,0.0520220229438542,0.148153260551556,-0.003085163260002,-0.264254425963922,-0.544051685498826,0.133504309516754,0.649979978241336,0.468878216521543,-0.394469891630938,-0.522900346663648,-0.0337433859502663,-0.159269203318457,0.189497300385843,-0.185556123351932,-0.296224856685297,0.184500673648888,0.431020248386693,0.560297458557433,0.142346384580391,0.202252841327248,-0.0965370398235521,-0.100370177729814,0.0705971117779216,0.369858211198555,-0.168227936255691,-0.118629530393763,0.0645055123410688,-0.0290771408968432,-0.142006836749425,0.242504735579436,0.077823834361371,0.0414738158455096,0.0603501189936955,0.199564384879587,-0.155127428148987,-0.14583202184599,-0.107737945962714,-0.190096044955201,-0.117168783377536,0.234124588970429,0.216779362688549,-0.222768794888715,0.239965907823447,0.0608047145957516,-0.0431761650124685,0.136748544319983,-0.0876142522760045,0.132288588460259,0.053208121212132,0.0656711994196565,-0.0263489184371739,0.124121899082524,0.057566154765397,1,"Control","pediatric","Control","Control"
"X867_B",-14.6073607295431,-2.0816153315819,-1.71046521306231,1.38404612812398,2.20641090032879,-1.16962711852126,0.935468717080212,-2.10062697853625,-0.871300044522027,1.2140196136399,-1.05028510142132,-0.324381022987088,-1.41508508159376,1.28360494898877,2.03009156187734,-0.286794616720542,-0.165318660472906,-1.22065366181269,-0.991863322581852,0.388636201402025,-0.868851653201414,0.193356778183671,-0.574145123985601,-0.273921458332466,-0.0888640657531477,1.26190219332256,0.909198499402641,-0.143513199699692,0.220623363098208,-0.50129243670499,-0.170770780900356,0.411400471112404,0.0961220578139716,0.288608490663282,0.218883828220165,-0.214996859974792,0.213741234757267,0.447687005522849,-0.0770110553029902,-0.798687443816542,-0.333487709277504,-0.215865390276491,-0.454064927318208,-0.0894697864814265,-0.263565250043295,-1.53782166178232,0.647137958331576,0.0809549143010485,0.208481801366742,0.340262530027015,0.312911332299679,0.0279400748547003,-0.180564969027659,0.669341854384748,0.0289744645612305,0.115180254688165,0.577054585934433,-0.659615701710032,0.325748871792073,0.405615644496484,-0.271927040851288,0.178651203965152,0.217170025166167,0.328252057565484,-0.145895987534481,-0.394127159347799,0.156436375309237,0.307812812626921,-0.0609631882056427,-0.0596934992200934,-0.172830380046561,0.00625033520637992,0.272575266737954,0.100538901675679,0.126101791102037,0.0959194297652645,-0.611596986149299,0.35639274805395,0.579063069817821,0.25154630024848,0.03163555651022,-0.551855069268573,0.217009712561882,-0.0650247549586605,-0.151647696878432,-0.31851988128352,-0.498325701383241,-0.154951857561601,-0.28457528097855,0.119690796090514,-0.410547493313186,-0.295298107519331,0.308234884975957,0.084789914575071,0.0530955067014053,0.145541784763254,-0.270511445427194,-0.371443844429582,-0.363573284197716,-0.429418205092429,0.0843297119306181,-0.215127346240656,0.206300904141332,0.244812352036539,-0.0401958198867117,0.0263157356936626,0.201443335643893,0.321594951652592,-0.114294312498812,0.0838654285271159,-0.374085321437353,0.114420004981583,-0.0111043691061359,0.138892323380414,-0.0385768585226959,0.114117888465887,-0.246472926853028,0.134717372010186,-0.0677480617132295,0.0461977290717327,-0.0605885558482107,0.0569341102047407,1,"Control","pediatric","Control","Control"
"X867_T",-17.5406561091431,-4.10157310242143,-3.5185933111601,1.91942281345032,3.42371737177342,1.46796568916239,0.607064286020583,-1.88593196104733,0.130549954119595,-0.843126351229869,-2.89036023163572,-2.02845413623742,1.97451825534377,-0.893909316174352,-0.913122682278943,0.276202234702702,0.948148855015474,0.733956138749794,0.36722706611543,-0.0782086084701012,0.266302083290365,-0.803414205565999,0.325659247315247,-0.440738070644331,-0.539882519427075,-1.21452531741488,-0.296084530123055,-0.117790100937108,0.22244720045915,0.372523233143124,-0.302133680393418,-0.283189164514733,0.61531614260671,0.618961462978447,-0.50322734833605,-0.608153809028599,0.202846948769678,0.06423691283467,-0.0387010253111929,-0.0303352912651836,0.998194066863703,0.0606281208367457,0.514454933875263,-0.378612236545801,-0.5111296399533,0.0652105087002856,-0.45068124326871,0.409530278490354,0.327887344986598,0.139830512141934,-0.0691985502085319,0.35123343251876,0.391107451416888,-0.474082168072275,0.11384760424968,-0.494549946634161,-0.279871547784758,0.236246880005409,-0.552126177211916,0.0526864892231751,-0.119572513865064,0.123899631176706,-0.501966530999013,0.221376607498155,-0.0369966076585886,0.248947114795372,-0.00703511664685714,-0.0873986808984829,0.0174647873260322,-0.248878411666994,-0.558436203141828,0.135047212292218,-0.205340488913493,-0.39724268934381,-0.069333902731012,0.0308852844475202,-0.228770350654222,-0.603467408477835,-0.309333258466955,-0.00271722100366165,0.172837541216012,0.398191986353073,-0.109590111931816,-0.181779111795873,0.0324035683393231,-0.148341749237982,0.150294257670422,0.0905224669437711,0.269703678712066,0.250993767292317,0.0398015452002435,-0.0135367004310449,-0.16505803722873,0.0404654073739466,-0.0590403093561411,0.140183495211039,-0.044053521627707,0.218809512789484,0.0847115096408303,0.0728820971707115,0.0856330076751931,0.155447733278105,-0.195244955755493,0.028731980764035,-0.144902139872422,-0.359562703871117,0.184933109353388,0.0625297782193614,-0.0857753718585413,-0.303710961707759,-0.124774487943248,0.224499552407353,-0.144686915607818,0.181796297318212,0.0550041185204423,0.00864443446734291,0.302392372988485,-0.0290894308802966,0.104155405758808,0.184951041828742,0.103569999740696,0.129787848636745,1,"Control","pediatric","Control","Control"
"X899_B",-13.1596796731356,-2.98828478918961,-0.833274521051544,3.09301681314313,-0.379396463421797,-3.43404851929137,0.280812617721073,0.0884712519068946,-0.573367574013882,1.41728273909037,-0.891438110750576,-0.162254190543082,-1.6484206262608,1.02027514856674,3.78141823657518,-0.890598135814138,-2.10313180379068,-1.97604790728379,-1.46044177868326,0.09784465107336,-1.05857993306625,0.649923181690989,-0.109528758278197,-0.46351057023199,0.36995507894434,2.14325779559892,0.603169185636199,-0.306615084294274,-0.120956605603042,-1.74253386647145,-0.75612375834693,-0.0864366988731193,-0.245357667593266,-1.31884984792165,0.0367438654570467,0.0426206632982682,-0.162312974217657,0.786148774551911,-0.240949665351531,0.429877849770115,-1.03403398953486,-0.494926892816348,-0.572896191214178,0.269143811447614,0.21555213456417,-0.643165788182182,1.05569672279513,-0.951583883310516,0.253831936953919,-0.229103617195314,0.545383363726575,-0.288527141245457,0.107636075379157,0.785784490284132,0.572448862475607,0.498573052669243,-0.400630251700247,0.286979359224857,0.441890126547532,0.197694026307613,-0.541381912293385,0.134127011072835,0.648864910577574,-0.780383941350607,0.420329667746923,-0.399389315914386,0.193264118251,0.256502543754659,-0.96509099879052,0.336088556041268,0.120529678954975,-0.20700503507019,0.998745888352312,1.05448958018182,-1.26783288883992,-0.524723668732899,-0.0756717634338961,-0.0663782317336565,0.224290420317141,0.314052241822861,0.0360401764318453,0.00879759657509603,-0.29850522474574,0.283432758463505,0.64418798802347,-0.904017025385391,-0.280680836238284,-0.500094186671142,-0.93624449942922,-0.65619943329921,0.349425264708248,0.669298320818978,-0.440144453756917,-0.260348277639255,0.679694902864272,0.0355937003515023,0.168140748188559,0.0854783149973591,0.435254979665047,-0.343319234630658,-0.114445798036626,-0.0497889455425849,0.40032314778837,0.116996456835971,0.157228647963702,0.575725287621418,0.0915665787255986,-0.240634368643896,-0.0741276300922782,0.981242448571732,0.423963910292354,-0.109452735916722,0.48016773285681,-0.577518258607235,0.104848770389044,0.199417945000741,0.00097238365617519,-0.0606771442482736,-0.111858059436184,-0.0750976092358226,-0.250607317142079,-0.0282493466475634,1,"Control","pediatric","Control","Control"
"X899_T",-16.288662712724,-4.30784289009938,-2.39829206509808,3.60941297178857,2.0522563200745,0.397613392246628,-0.0495377827107712,-0.22820880537302,0.342445054837086,-0.647009926529367,-3.35961660730078,-2.00570276476403,0.1488723094653,-0.353554914113498,0.280506839438685,-0.622188016734098,-0.215383501199373,-0.240302969868108,1.04052870433279,-1.36199959446134,0.258673419501682,-1.05332740981923,0.793514237535449,-0.219581604332946,-0.282041044619535,-1.51100289227495,-0.552332627803675,0.073971294701178,0.184108247506091,0.200510957767952,0.0101690049373169,-1.03525990307276,0.274535383407305,0.176395275651447,-0.201554955309079,0.220973136246581,-0.892755519535037,0.642254181662927,0.0509698983234861,1.08008308059294,-0.0578212272406884,0.63997574087343,0.192320672532064,0.0985457363702164,-0.288449845607389,0.716088776730011,-0.768297027834488,0.236460437075114,0.889603811966585,-0.43503634482743,-0.0979894489317304,-0.274911048931679,0.464895858313177,-0.674931286358399,0.334138343918117,-0.51389938123245,-1.03748859580103,0.494855891149276,-0.300899659208745,-0.584596539389102,0.0899582992192486,0.922204553928072,-0.520194430299975,0.254281778795379,-0.0837075298962636,-0.276628075849448,-0.209565336881267,0.437773981179937,0.0345094908776248,0.176409637172088,0.299458354908071,-0.100403276074568,-0.0770353112864024,-0.105536340053352,-0.348191229158751,-0.494831699509653,-0.242034220641993,-0.484621739962448,-0.37707093613583,0.167779350669766,-0.630562508077857,-0.117261623418655,-0.320791839820467,-0.585571616255636,0.0898095054118927,0.476357762225827,0.274010703931026,0.0987279426350125,-0.445366060860114,0.170971366593072,-0.365330421935301,0.451231272384122,0.196750046013137,-0.365959032693285,-0.442733719929108,0.41614150068036,0.154849950449754,0.322105612179369,0.14911308764227,0.323259791615898,-0.0407809929812087,0.912374386243219,-0.00173281507897205,-0.221936418569873,-0.449480329257576,0.16645085711405,-0.0734321292631404,0.160902664299689,0.103842003408566,0.3252599574477,0.422173130333274,-0.176090534659923,0.395752967967379,-0.167846521816903,0.122799868658803,-0.458254483920373,-0.114666380055991,-0.258813215568568,-0.0916386188012344,0.00221885265758415,-0.0786466235311455,0.00104834504722296,1,"Control","pediatric","Control","Control"
"X817_B",-13.9704163795251,-2.75517537672396,-2.06419963416376,2.05890710194072,0.958102816422863,-1.54318163106837,0.484663408395461,-2.73810211258131,-0.94728376852376,1.27222250284541,-0.715701406099504,-0.216041512971622,-2.1437155778087,1.33970274331335,2.25532816374285,-0.576907188680887,-1.05611493441775,-1.49958837370814,-1.46530962886135,0.666087064625298,-0.86459185883037,0.580722421478729,-0.130227482483058,0.220550043537845,0.282113840788399,1.08681330435571,0.573903144933416,-0.363866257186955,-0.210186459328955,-0.436500681052758,-0.356212380164265,0.35643647352462,-0.138410218705262,0.471214863496226,0.540067947903604,0.341209179156615,0.636164419115008,0.522711684633223,0.0694607163081681,-0.90776907273832,-1.15316190919786,-0.467347031016198,-0.283650597216599,-0.356682510797764,-0.0989673431801234,-0.927679492495473,0.816584745666876,-0.317466873119369,0.0300373251518974,0.431086631961748,-0.275208895442647,0.451228353539583,-0.250874738627708,0.898284049655889,0.17226757992965,0.133727776393559,0.114867769234468,-0.268069218176818,0.24106880821849,0.165931378189218,0.119251160325638,-0.112355970400988,0.405363814925861,0.636203382136176,0.0784868363310547,-0.473636959954502,0.138545815414206,-0.208230801487528,0.380453935642981,0.0112029838647067,-0.0229031030912049,-0.0431387362047909,0.583729349703118,0.356794612560259,0.327736904581444,-0.313465384716241,-0.329338112355389,0.541011525104056,0.0546184315797687,0.315652044316067,-0.179975080485443,-0.346272801358287,0.369584968999011,0.178200766621136,0.375710121681775,0.566582051641377,0.0199272805883471,0.105595753053599,-0.0829454694619691,-0.293371333448886,-0.330537092810789,0.036349429892133,-0.0187009205983725,0.202764697693758,0.239084064844029,-0.129083043359852,-0.370862561125595,-0.310809166261486,-0.498409836449041,0.0858254226579588,0.00551787894183446,-0.188411139073662,0.00244811810575304,0.0062338112564502,0.372956218693007,-0.0309562132095266,-0.0556451954288627,-0.0017262795445508,-0.0274788065056992,-0.0978271200898076,-0.0529833657587472,-0.050226452185092,-0.0850532169475022,0.0962709402793069,0.0480139191844448,0.05908379484778,0.0414947907513105,-0.0414555631693134,0.187445369276758,-0.258821398543686,-0.0365766580647156,-0.0999623785332647,1,"Control","pediatric","Control","Control"
